,Description,Name,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
38501,Economic_Group,High-income countries,2022,,1252308750.0,,246.842,0.176,14464.458,31.403,0.218,14751.07,133.03,0.91,10.53,0.243,0.19,10.325,0.238,0.186,3182.466,2.272,15957.427,11.391,0.263,16607.164,1125822.0,1431601.125,503468.781,8673.484,194868.562,329911.906,397866.469,4336.024,56327.473,,195.622,0.14,4928.27,3.518,13.295,14.566,604.696,0.432,2632.681,2.102,813.9,0.65,5802.761,4.142,0.077,108.497,68951.688,15.417,38.785,36.124,20.957,35.488,63.442,55.363,61.392,44.743,74.327,40.437,64.577,43.348,48.54,62.441,17.077,48.723,35.994,46.95,0.119,0.616,0.772,0.036,18241.447,16649.541,1492.969,10.322
38502,Economic_Group,High-income countries,2023,,1259131468.0,,239.938,0.17,14014.305,-450.153,-3.112,14321.113,-429.957,-2.915,10.175,,0.186,9.957,,0.182,2808.979,1.996,,,,16847.102,1139836.25,1445922.375,506277.75,8870.775,199733.281,330526.812,403661.656,4444.221,55453.668,,197.291,0.14,4864.718,3.456,12.847,14.098,614.919,0.437,2597.978,2.063,802.973,0.638,5795.181,4.117,0.077,108.197,68130.133,15.289,37.083,34.578,18.239,34.832,62.892,55.035,60.597,44.811,73.954,40.334,64.244,43.131,48.01,61.578,16.964,47.467,35.93,46.686,0.119,0.623,0.779,0.037,17751.516,16175.918,,
38653,Economic_Group,Least developed countries (Jones et al.),2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.339,,263.247,,,,,,,,,,,,,,,,,,,,,,,,,5.641,0.023,0.036,0.065,0.006,2113.302,407.881,,
38654,Economic_Group,Least developed countries (Jones et al.),2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.038,,255.686,,,,,,,,,,,,,,,,,,,,,,,,,5.656,0.024,0.037,0.066,0.006,2088.58,418.556,,
38655,Economic_Group,Least developed countries (Jones et al.),2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.001,,267.708,,,,,,,,,,,,,,,,,,,,,,,,,5.676,0.025,0.037,0.068,0.006,2279.918,425.638,,
38656,Economic_Group,Least developed countries (Jones et al.),2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.066,,282.702,,,,,,,,,,,,,,,,,,,,,,,,,5.696,0.025,0.038,0.069,0.006,2388.601,447.337,,
38657,Economic_Group,Least developed countries (Jones et al.),2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.436,,286.186,,,,,,,,,,,,,,,,,,,,,,,,,5.722,0.026,0.038,0.07,0.006,2430.572,472.15,,
38658,Economic_Group,Least developed countries (Jones et al.),2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.295,,298.652,,,,,,,,,,,,,,,,,,,,,,,,,5.749,0.027,0.039,0.072,0.006,2467.357,486.383,,
38659,Economic_Group,Least developed countries (Jones et al.),2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.394,,293.327,,,,,,,,,,,,,,,,,,,,,,,,,5.773,0.027,0.04,0.073,0.006,2515.899,502.103,,
38660,Economic_Group,Least developed countries (Jones et al.),2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.687,,306.086,,,,,,,,,,,,,,,,,,,,,,,,,5.798,0.028,0.04,0.075,0.006,2581.012,518.297,,
38661,Economic_Group,Least developed countries (Jones et al.),2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.99,,313.079,,,,,,,,,,,,,,,,,,,,,,,,,5.833,0.029,0.041,0.077,0.007,2831.055,531.95,,
38662,Economic_Group,Least developed countries (Jones et al.),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.676,,314.309,,,,,,,,,,,,,,,,,,,,,,,,,5.875,0.03,0.042,0.078,0.007,3035.531,554.576,,
38663,Economic_Group,Least developed countries (Jones et al.),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.434,,324.278,,,,,,,,,,,,,,,,,,,,,,,,,5.915,0.031,0.043,0.08,0.007,3238.457,590.427,,
38664,Economic_Group,Least developed countries (Jones et al.),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.898,,327.362,,,,,,,,,,,,,,,,,,,,,,,,,5.953,0.031,0.044,0.082,0.007,3340.75,610.596,,
38665,Economic_Group,Least developed countries (Jones et al.),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.01,,335.466,,,,,,,,,,,,,,,,,,,,,,,,,5.987,0.032,0.045,0.084,0.007,3314.795,628.307,,
38666,Economic_Group,Least developed countries (Jones et al.),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.178,,342.783,,,,,,,,,,,,,,,,,,,,,,,,,6.023,0.033,0.046,0.086,0.007,3335.324,662.792,,
38667,Economic_Group,Least developed countries (Jones et al.),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.362,,347.232,,,,,,,,,,,,,,,,,,,,,,,,,6.052,0.034,0.046,0.088,0.008,3263.042,683.985,,
38668,Economic_Group,Least developed countries (Jones et al.),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.32,,355.2,,,,,,,,,,,,,,,,,,,,,,,,,6.077,0.035,0.047,0.09,0.008,3160.951,704.832,,
38669,Economic_Group,Least developed countries (Jones et al.),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.066,,366.904,,,,,,,,,,,,,,,,,,,,,,,,,6.104,0.036,0.048,0.091,0.008,3182.98,731.757,,
38670,Economic_Group,Least developed countries (Jones et al.),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.334,,367.409,,,,,,,,,,,,,,,,,,,,,,,,,6.128,0.037,0.049,0.093,0.008,3197.726,760.44,,
38671,Economic_Group,Least developed countries (Jones et al.),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.869,,366.213,,,,,,,,,,,,,,,,,,,,,,,,,6.142,0.037,0.05,0.095,0.008,3051.341,792.383,,
38672,Economic_Group,Least developed countries (Jones et al.),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.69,,371.104,,,,,,,,,,,,,,,,,,,,,,,,,6.154,0.038,0.05,0.097,0.008,3007.563,816.801,,
38673,Economic_Group,Least developed countries (Jones et al.),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.266,,386.411,,,,,,,,,,,,,,,,,,,,,,,,,6.169,0.039,0.051,0.098,0.009,2957.894,816.612,,
38674,Economic_Group,Least developed countries (Jones et al.),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.009,,384.975,,,,,,,,,,,,,,,,,,,,,,,,,6.182,0.04,0.052,0.1,0.009,3000.734,845.566,,
38675,Economic_Group,Least developed countries (Jones et al.),2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.137,,395.258,,,,,,,,,,,,,,,,,,,,,,,,,6.192,0.041,0.052,0.102,0.009,3051.08,854.917,,
38676,Economic_Group,Least developed countries (Jones et al.),2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.952,,402.381,,,,,,,,,,,,,,,,,,,,,,,,,6.202,0.041,0.053,0.103,0.009,3087.871,862.189,,
38827,Economic_Group,Low-income countries,2000,,390079808.0,,5.417,0.014,164.2,5.461,3.44,788.744,75.559,10.595,2.022,1.676,1.075,0.421,0.349,0.224,64.619,0.166,17.428,0.045,0.037,195.796,6223.25,39049.945,3865.516,107.14,92.438,50688.73,1962.36,,1971.87,,8.505,0.022,11.541,0.03,0.943,3.545,624.544,1.601,438.307,1.124,176.672,0.453,74.119,0.19,,,770.864,0.748,0.644,2.56,0.702,1.061,0.594,2.228,0.735,0.949,0.076,7.137,0.537,,2.45,0.243,11.79,0.722,,3.321,0.014,0.021,0.038,0.004,1382.698,367.902,-146.772,-89.386
38828,Economic_Group,Low-income countries,2001,,400757352.0,,5.875,0.015,166.57,2.37,1.443,771.109,-17.635,-2.236,1.924,1.584,1.043,0.416,0.342,0.225,66.58,0.166,18.313,0.046,0.038,201.671,6389.82,39821.055,3932.096,113.658,103.015,51293.266,2039.379,,1939.19,,6.518,0.016,10.578,0.026,0.912,3.347,604.539,1.508,427.449,1.067,167.801,0.419,77.019,0.192,,,778.333,0.776,0.648,2.531,0.719,1.049,0.596,2.233,0.735,0.978,0.081,7.174,0.542,,1.942,0.221,12.686,0.744,,3.332,0.014,0.021,0.039,0.004,1341.218,365.65,-148.257,-89.006
38829,Economic_Group,Low-income countries,2002,,412670951.0,,6.0,0.015,154.679,-11.891,-7.139,988.358,217.25,28.174,2.395,1.939,1.305,0.375,0.303,0.204,63.584,0.154,17.576,0.043,0.034,207.671,6544.499,40809.414,3995.679,118.801,116.179,52126.945,2106.168,,1930.369,,5.142,0.012,13.164,0.032,0.848,3.553,833.68,2.02,442.839,1.073,175.594,0.426,66.789,0.162,,,797.918,0.764,0.589,3.147,0.657,1.038,0.595,2.249,0.733,0.994,0.088,7.238,0.545,,1.584,0.267,16.257,0.646,,3.347,0.015,0.021,0.04,0.004,1466.254,350.141,-137.103,-88.637
38830,Economic_Group,Low-income countries,2003,,425077154.0,,6.594,0.016,176.948,22.269,14.397,1054.326,65.968,6.674,2.48,2.037,1.369,0.416,0.342,0.23,65.111,0.153,19.216,0.045,0.037,214.265,6721.446,41863.742,4060.79,124.485,129.352,53004.324,2192.554,,1904.764,,5.685,0.013,13.172,0.031,0.893,3.648,877.378,2.064,460.711,1.084,184.989,0.435,86.386,0.203,,,811.401,0.764,0.64,3.124,0.619,1.027,0.596,2.265,0.731,1.013,0.095,7.299,0.552,,1.65,0.257,14.441,0.815,,3.362,0.015,0.022,0.041,0.004,1550.694,379.534,-157.731,-89.14
38831,Economic_Group,Low-income countries,2004,,437382889.0,,6.634,0.015,179.041,2.093,1.183,1004.523,-49.803,-4.724,2.297,1.862,1.219,0.409,0.332,0.217,66.721,0.153,19.351,0.044,0.036,220.899,6900.487,42868.262,4127.511,129.632,142.754,53829.809,2279.692,,1978.073,,5.147,0.012,13.402,0.031,0.881,3.523,825.482,1.887,469.22,1.073,187.328,0.428,87.137,0.199,,,867.02,0.735,0.625,2.951,0.614,1.015,0.597,2.277,0.729,1.026,0.101,7.358,0.559,,1.502,0.254,15.275,0.792,,3.378,0.015,0.022,0.042,0.004,1541.08,385.532,-159.69,-89.192
38832,Economic_Group,Low-income countries,2005,,450155730.0,,6.824,0.015,183.933,4.893,2.733,964.901,-39.622,-3.944,2.143,1.69,1.101,0.409,0.322,0.21,70.402,0.156,20.375,0.045,0.036,227.723,7084.42,43833.164,4197.912,135.335,154.536,54610.773,2368.913,,2042.138,,5.703,0.013,11.783,0.026,0.888,3.439,780.967,1.735,490.358,1.089,197.748,0.439,89.222,0.198,,,921.059,0.705,0.621,2.796,0.61,1.002,0.598,2.286,0.727,1.042,0.105,7.415,0.565,,1.639,0.218,15.967,0.803,,3.396,0.016,0.023,0.042,0.004,1548.051,399.72,-163.559,-88.923
38833,Economic_Group,Low-income countries,2006,,463744568.0,,6.872,0.015,192.43,8.496,4.619,950.374,-14.527,-1.506,2.049,1.592,1.064,0.415,0.322,0.215,72.24,0.156,24.355,0.053,0.041,234.595,7276.85,44783.539,4270.152,141.55,166.732,55368.715,2463.821,,2021.659,,6.215,0.013,12.196,0.026,0.893,3.367,757.944,1.634,497.114,1.072,195.124,0.421,94.907,0.205,,,939.351,0.651,0.628,2.643,0.592,0.986,0.599,2.293,0.724,1.062,0.109,7.464,0.573,,1.788,0.219,14.215,0.846,,3.412,0.016,0.023,0.043,0.004,1561.479,414.006,-168.074,-87.343
38834,Economic_Group,Low-income countries,2007,,477551654.0,,7.075,0.015,197.63,5.2,2.702,888.748,-61.626,-6.484,1.861,1.405,0.978,0.414,0.312,0.217,59.736,0.125,24.35,0.051,0.038,241.671,7474.48,45672.285,4329.888,148.094,178.651,56059.836,2576.176,,1993.493,,6.545,0.014,11.919,0.025,0.884,3.247,691.118,1.447,512.055,1.072,203.06,0.425,112.355,0.235,,,954.002,0.624,0.627,2.46,0.467,0.969,0.599,2.296,0.718,1.083,0.113,7.51,0.583,,1.907,0.207,15.042,0.998,,3.427,0.017,0.023,0.044,0.004,1550.391,422.145,-173.28,-87.679
38835,Economic_Group,Low-income countries,2008,,491406449.0,,7.381,0.015,209.442,11.812,5.977,1218.444,329.696,37.097,2.48,1.836,1.281,0.426,0.316,0.22,66.981,0.136,27.653,0.056,0.042,249.052,7683.922,46890.73,4396.869,153.608,190.31,57068.84,2694.083,,2024.638,,5.513,0.011,11.659,0.024,0.889,3.614,1009.002,2.053,525.42,1.069,209.113,0.426,117.908,0.24,,,996.973,0.642,0.653,3.297,0.507,0.955,0.601,2.314,0.714,1.097,0.116,7.596,0.595,,1.647,0.197,20.675,1.053,,3.45,0.017,0.024,0.045,0.004,1776.068,436.62,-181.789,-86.797
38836,Economic_Group,Low-income countries,2009,,505585085.0,,7.452,0.015,208.946,-0.496,-0.237,1496.688,278.244,22.836,2.96,2.157,1.612,0.413,0.301,0.225,65.128,0.129,29.523,0.058,0.043,256.504,7892.868,48387.414,4461.997,159.565,205.273,58356.582,2809.529,,1926.016,,5.957,0.012,14.963,0.03,0.867,3.868,1287.742,2.547,531.75,1.052,208.537,0.412,115.446,0.228,,,975.779,0.63,0.662,4.065,0.499,0.941,0.602,2.346,0.709,1.113,0.12,7.713,0.606,,1.803,0.259,24.417,1.054,,3.479,0.018,0.024,0.046,0.004,1955.74,438.26,-179.423,-85.871
38837,Economic_Group,Low-income countries,2010,,520054171.0,,8.396,0.016,208.762,-0.184,-0.088,1637.593,140.905,9.414,3.149,2.236,1.707,0.401,0.285,0.218,63.918,0.123,29.104,0.056,0.04,264.9,8101.63,50025.008,4525.915,165.453,225.546,59785.414,2919.816,,1938.169,,5.887,0.011,20.273,0.039,0.858,4.027,1428.831,2.747,548.081,1.054,213.259,0.41,110.287,0.212,,,1010.112,0.665,0.626,4.216,0.458,0.929,0.603,2.38,0.704,1.127,0.128,7.845,0.615,,1.725,0.326,26.036,0.974,,3.507,0.018,0.025,0.048,0.004,2094.412,446.207,-179.658,-86.059
38838,Economic_Group,Low-income countries,2011,,534808807.0,,9.186,0.017,191.955,-16.806,-8.051,1780.457,142.863,8.724,3.329,2.407,2.003,0.359,0.26,0.216,49.041,0.092,33.135,0.062,0.045,274.086,8293.585,51805.465,4574.956,170.746,242.459,61373.91,3031.34,,1761.921,,5.293,0.01,16.912,0.032,0.816,4.104,1588.501,2.97,554.904,1.038,214.596,0.401,111.524,0.209,,,944.45,0.676,0.556,4.475,0.333,0.917,0.602,2.419,0.696,1.135,0.132,7.998,0.623,,1.473,0.264,30.095,0.982,,3.533,0.019,0.026,0.049,0.005,2194.983,436.584,-158.821,-82.738
38839,Economic_Group,Low-income countries,2012,,549451742.0,,10.453,0.019,177.208,-14.747,-7.683,1674.38,-106.077,-5.958,3.047,2.259,2.023,0.323,0.239,0.214,47.356,0.086,34.635,0.063,0.047,284.538,8470.794,53479.848,4622.312,175.618,256.454,62871.086,3131.872,,1608.537,,4.872,0.009,13.996,0.025,0.773,3.927,1497.172,2.725,569.78,1.037,219.777,0.4,100.532,0.183,,,885.968,0.749,0.506,4.119,0.318,0.91,0.599,2.451,0.687,1.139,0.135,8.133,0.629,,1.292,0.214,26.49,0.875,,3.557,0.019,0.026,0.05,0.005,2157.859,424.622,-142.573,-80.455
38840,Economic_Group,Low-income countries,2013,,563526724.0,,10.583,0.019,167.276,-9.932,-5.605,1593.399,-80.981,-4.836,2.828,2.115,2.003,0.297,0.222,0.21,37.19,0.066,39.482,0.07,0.052,295.121,8638.069,55073.246,4659.501,180.246,268.991,64297.207,3234.209,,1513.477,,4.629,0.008,12.537,0.022,0.748,3.826,1426.123,2.531,582.757,1.034,223.149,0.396,102.337,0.182,,,854.95,0.728,0.474,3.942,0.248,0.902,0.596,2.478,0.678,1.141,0.137,8.263,0.635,,1.201,0.19,27.875,0.884,,3.581,0.019,0.027,0.051,0.005,2155.999,421.717,-127.794,-76.397
38841,Economic_Group,Low-income countries,2014,,577586465.0,,10.26,0.018,171.086,3.81,2.277,1387.099,-206.3,-12.947,2.402,1.777,1.749,0.296,0.219,0.216,42.291,0.073,47.069,0.081,0.06,305.382,8809.155,56460.344,4701.792,185.047,281.613,65513.219,3335.322,,1479.34,,4.8,0.008,12.622,0.022,0.745,3.58,1216.013,2.105,594.433,1.029,225.844,0.391,101.113,0.175,,,856.591,0.683,0.483,3.396,0.282,0.892,0.593,2.494,0.669,1.143,0.139,8.361,0.64,,1.241,0.19,22.535,0.871,,3.601,0.02,0.027,0.052,0.005,2067.573,430.133,-124.017,-72.488
38842,Economic_Group,Low-income countries,2015,,592175476.0,,11.659,0.02,150.221,-20.865,-12.196,1239.246,-147.854,-10.659,2.093,1.591,1.693,0.254,0.193,0.205,32.047,0.054,47.024,0.079,0.06,317.041,8959.376,57699.59,4733.839,189.255,293.629,66602.242,3425.613,,1340.749,,4.208,0.007,12.016,0.02,0.687,3.261,1089.025,1.839,598.476,1.011,230.514,0.389,90.291,0.152,,,796.135,0.803,0.424,3.027,0.218,0.888,0.589,2.504,0.66,1.142,0.14,8.441,0.643,,1.096,0.178,19.687,0.763,,3.616,0.02,0.028,0.053,0.005,1930.89,406.768,-103.197,-68.697
38843,Economic_Group,Low-income countries,2016,,607867547.0,,12.621,0.021,157.252,7.031,4.681,1311.443,72.197,5.826,2.157,1.646,1.708,0.259,0.197,0.205,34.487,0.057,50.343,0.083,0.063,329.662,9116.629,59011.035,4768.326,192.339,303.523,67756.438,3522.779,,1363.105,,3.084,0.005,9.894,0.016,0.686,3.207,1154.191,1.899,610.995,1.005,239.936,0.395,97.166,0.16,,,830.969,0.847,0.444,3.293,0.241,0.887,0.586,2.517,0.652,1.135,0.14,8.539,0.646,,0.825,0.142,26.194,0.812,,3.633,0.021,0.028,0.054,0.005,1949.312,416.736,-106.909,-67.986
38844,Economic_Group,Low-income countries,2017,,624557050.0,,13.141,0.021,199.326,42.074,26.756,1398.891,87.447,6.668,2.24,1.694,1.846,0.319,0.241,0.263,71.179,0.114,55.275,0.089,0.067,342.803,9315.955,60409.926,4839.505,196.95,313.047,68956.008,3623.65,,1323.234,,4.611,0.007,9.524,0.015,0.744,3.195,1199.564,1.921,618.799,0.991,238.579,0.382,100.871,0.162,,,828.593,0.871,0.554,3.478,0.49,0.886,0.585,2.534,0.649,1.136,0.14,8.644,0.651,,1.191,0.134,28.352,0.83,,3.649,0.021,0.029,0.056,0.005,1995.639,464.579,-144.052,-72.269
38845,Economic_Group,Low-income countries,2018,,642186271.0,,13.323,0.021,196.733,-2.593,-1.301,1176.433,-222.457,-15.902,1.832,1.366,1.499,0.306,0.228,0.251,64.5,0.1,63.271,0.099,0.073,356.126,9512.688,61586.359,4904.006,200.675,322.13,69935.703,3729.751,,1338.782,,3.725,0.006,9.083,0.014,0.728,2.94,979.701,1.526,634.54,0.988,245.323,0.382,106.101,0.165,,,861.4,0.857,0.536,2.899,0.437,0.885,0.584,2.54,0.645,1.131,0.139,8.725,0.655,,0.915,0.122,25.482,0.866,,3.66,0.022,0.029,0.057,0.005,1888.136,467.28,-133.462,-67.839
38846,Economic_Group,Low-income countries,2019,,660718421.0,,14.208,0.022,208.338,11.605,5.899,1143.819,-32.614,-2.772,1.731,1.256,1.425,0.315,0.229,0.26,71.518,0.108,66.483,0.101,0.073,370.334,9721.025,62730.176,4975.524,205.046,331.141,70871.18,3838.981,,1319.224,,4.37,0.007,9.011,0.014,0.732,2.807,935.481,1.416,646.056,0.978,245.0,0.371,109.23,0.165,,,872.842,0.875,0.561,2.797,0.487,0.885,0.584,2.544,0.642,1.128,0.139,8.8,0.66,,1.004,0.118,24.704,0.88,,3.669,0.022,0.03,0.058,0.005,1854.43,483.386,-141.855,-68.089
38847,Economic_Group,Low-income countries,2020,,679560815.0,,14.362,0.021,200.521,-7.817,-3.752,1035.412,-108.407,-9.478,1.524,1.141,1.361,0.295,0.221,0.264,67.716,0.1,62.334,0.092,0.069,384.696,9921.546,63765.59,5043.24,209.766,339.265,71706.078,3944.581,,1230.78,,4.72,0.007,8.123,0.012,0.704,2.663,834.891,1.229,665.502,0.979,257.945,0.38,105.6,0.155,,,837.249,0.877,0.571,2.685,0.475,0.884,0.584,2.546,0.639,1.129,0.138,8.866,0.666,,1.177,0.107,24.277,0.963,,3.681,0.023,0.03,0.059,0.006,1809.492,478.498,-138.187,-68.914
38848,Economic_Group,Low-income countries,2021,,698215270.0,,15.324,0.022,194.18,-6.341,-3.162,1050.225,14.813,1.431,1.504,1.133,1.359,0.278,0.209,0.251,55.811,0.08,69.062,0.099,0.075,400.019,10115.727,64815.812,5099.05,214.8,348.15,72562.117,4053.707,,1225.73,,5.035,0.007,8.885,0.013,0.685,2.617,856.045,1.226,671.365,0.962,256.016,0.367,109.126,0.156,,,856.518,0.903,0.525,2.59,0.369,0.885,0.582,2.547,0.633,1.132,0.137,8.933,0.671,,1.242,0.112,24.095,0.946,,3.692,0.023,0.031,0.06,0.006,1827.11,478.599,-125.118,-64.434
38849,Economic_Group,Low-income countries,2022,,716865805.0,,15.549,0.022,192.595,-1.585,-0.816,1087.292,37.066,3.529,1.517,1.129,,0.269,0.2,,58.238,0.081,69.024,0.096,0.072,415.569,10308.321,65903.102,5157.289,220.272,356.918,73456.812,4158.274,,,,5.471,0.008,8.768,0.012,0.67,2.625,894.697,1.248,686.895,0.958,264.2,0.369,104.567,0.146,,,,0.971,0.516,2.663,0.383,0.888,0.581,2.549,0.629,1.136,0.136,9.004,0.675,,1.358,0.111,25.267,0.878,,3.702,0.024,0.031,0.061,0.006,1881.848,480.474,-123.57,-64.161
38850,Economic_Group,Low-income countries,2023,,736466460.0,,15.549,0.021,196.58,3.985,2.069,1094.954,7.662,0.705,1.487,,,0.267,,,63.683,0.086,,,,431.118,10504.9,66998.062,5220.972,224.53,365.996,74355.188,4262.285,,,,4.259,0.006,9.078,0.012,0.664,2.589,898.374,1.22,699.877,0.95,268.328,0.364,104.011,0.141,,,,0.991,0.52,2.644,0.413,0.891,0.58,2.55,0.625,1.134,0.136,9.073,0.678,,1.036,0.115,24.783,0.852,,3.713,0.025,0.031,0.062,0.006,1906.607,488.964,,
39001,Economic_Group,Lower-middle-income countries,2000,,2271915383.0,,88.609,0.042,1827.241,71.818,4.091,3404.742,210.632,6.594,1.602,0.581,0.465,0.86,0.312,0.25,656.174,0.309,1554.749,0.731,0.265,1504.701,38032.344,158208.375,15756.974,1469.209,4115.46,170633.672,15185.998,,3846.323,,79.448,0.037,275.898,0.13,1.257,2.432,1577.501,0.742,1992.755,0.877,452.468,0.199,727.112,0.342,,,9483.466,12.239,7.163,11.052,7.13,8.151,3.632,9.026,2.997,13.017,3.377,24.024,4.152,,22.89,5.809,29.78,7.079,,12.864,0.067,0.073,0.149,0.009,5525.448,2856.505,-272.492,-14.913
39002,Economic_Group,Lower-middle-income countries,2001,,2315757811.0,,91.537,0.042,1848.306,21.064,1.153,3173.663,-231.079,-6.787,1.463,0.515,0.425,0.852,0.3,0.247,671.482,0.31,1587.389,0.732,0.258,1596.238,39880.652,161382.047,16428.457,1547.483,4397.938,171959.031,15910.531,,3849.339,,78.274,0.036,282.479,0.13,1.249,2.344,1325.358,0.611,2007.243,0.867,454.985,0.196,724.534,0.334,,,9668.767,12.086,7.19,10.415,7.254,8.306,3.717,9.049,3.07,13.314,3.472,24.05,4.231,,23.318,5.892,27.813,7.001,,12.924,0.068,0.074,0.152,0.01,5428.396,2891.53,-260.917,-14.117
39003,Economic_Group,Lower-middle-income countries,2002,,2358301106.0,,99.025,0.045,1897.529,49.224,2.663,3200.075,26.412,0.832,1.448,0.497,0.416,0.858,0.295,0.246,690.791,0.312,1629.852,0.737,0.253,1695.263,41778.18,164582.109,17119.248,1613.838,4714.41,173261.562,16635.42,,3916.579,,66.355,0.03,316.471,0.143,1.235,2.311,1302.546,0.589,1984.835,0.842,455.928,0.193,724.888,0.328,,,10014.536,12.611,7.221,10.19,7.135,8.475,3.801,9.069,3.143,13.508,3.582,24.059,4.305,,20.44,6.41,25.4,7.016,,12.976,0.069,0.075,0.155,0.01,5450.423,2913.485,-267.677,-14.107
39004,Economic_Group,Lower-middle-income countries,2003,,2400690961.0,,103.056,0.046,1981.194,83.665,4.409,3551.436,351.361,10.98,1.577,0.515,0.446,0.88,0.287,0.249,723.449,0.321,1717.945,0.763,0.249,1798.319,43759.375,168133.562,17842.695,1684.497,5058.236,174831.812,17375.623,,3959.288,,70.659,0.031,343.827,0.153,1.267,2.403,1570.242,0.697,2050.56,0.854,474.982,0.198,740.203,0.329,,,10300.468,11.934,7.16,10.524,6.878,8.618,3.883,9.096,3.213,13.704,3.7,24.074,4.377,,20.509,6.718,25.845,6.981,,13.026,0.071,0.077,0.158,0.01,5768.681,3041.884,-263.249,-13.287
39005,Economic_Group,Lower-middle-income countries,2004,,2444268374.0,,111.826,0.049,2089.057,107.862,5.444,3473.864,-77.572,-2.184,1.514,0.468,0.406,0.911,0.281,0.244,777.201,0.339,1819.782,0.793,0.245,1910.145,45848.43,171607.422,18619.898,1752.663,5418.013,176216.625,18147.709,,4165.791,,68.166,0.03,359.776,0.157,1.3,2.386,1384.807,0.604,2084.998,0.853,488.789,0.2,772.087,0.337,,,11025.695,12.389,7.296,10.206,7.148,8.774,3.968,9.116,3.289,13.872,3.815,24.086,4.448,,19.899,6.808,25.626,7.02,,13.073,0.072,0.078,0.161,0.01,5832.967,3176.423,-269.274,-12.89
